nome,partido,uf,ano,pla ,par ,vnp ,dp ,pp ,aup ,aNj ,pcom ,ajcom ,aNjcom 
PAULO SÉRGIO PARANHOS DE MAGALHÃES,PSD,BA,2021,49,13,761,11,127,0,3,148,7,40
PAULO SÉRGIO PARANHOS DE MAGALHÃES,PSD,BA,2022,14,1,260,4,53,8,2,17,7,15
PAULO VELLOSO DANTAS AZI,UNIÃO,BA,2019,142,12,291,20,108,3,2,201,8,65
PAULO VELLOSO DANTAS AZI,UNIÃO,BA,2020,4,0,386,0,100,2,0,110,4,74
PAULO VELLOSO DANTAS AZI,UNIÃO,BA,2021,18,1,758,6,128,1,3,110,4,73
PAULO VELLOSO DANTAS AZI,UNIÃO,BA,2022,13,6,341,0,69,4,2,33,3,17
RAIMUNDO MAGALHÃES COSTA,PODE,BA,2019,244,4,280,4,101,6,6,168,9,38
RAIMUNDO MAGALHÃES COSTA,PODE,BA,2020,7,0,394,1,98,3,1,105,10,30
RAIMUNDO MAGALHÃES COSTA,PODE,BA,2021,28,1,760,0,130,0,2,103,9,30
RAIMUNDO MAGALHÃES COSTA,PODE,BA,2022,6,0,334,0,62,9,4,20,8,11
RONALDO CARLETTO,PP,BA,2019,144,0,271,21,99,10,4,92,8,53
RONALDO CARLETTO,PP,BA,2020,28,0,376,2,96,3,3,73,4,38
RONALDO CARLETTO,PP,BA,2021,111,0,714,4,122,3,7,72,4,38
RONALDO CARLETTO,PP,BA,2022,27,0,348,4,71,4,0,3,3,12
SÉRGIO LUÍS LACERDA BRITO,PSD,BA,2019,7,0,94,0,33,5,6,62,3,31
SÉRGIO LUÍS LACERDA BRITO,PSD,BA,2020,0,0,381,0,96,4,2,58,4,84
SÉRGIO LUÍS LACERDA BRITO,PSD,BA,2021,7,0,742,0,122,0,10,58,4,85
SÉRGIO LUÍS LACERDA BRITO,PSD,BA,2022,7,0,300,0,52,10,13,6,4,14
ULDURICO ALENCAR PINTO,MDB,BA,2019,218,0,262,8,101,11,1,9,11,12
ULDURICO ALENCAR PINTO,MDB,BA,2020,5,0,381,1,94,7,1,17,7,12
ULDURICO ALENCAR PINTO,MDB,BA,2021,14,0,762,3,130,0,2,17,5,12
ULDURICO ALENCAR PINTO,MDB,BA,2022,17,0,305,1,64,9,2,5,5,8
VALMIR CARLOS DA ASSUNÇÃO,PT,BA,2019,427,0,311,136,110,2,1,61,1,49
VALMIR CARLOS DA ASSUNÇÃO,PT,BA,2020,455,0,393,37,102,0,0,46,2,49
VALMIR CARLOS DA ASSUNÇÃO,PT,BA,2021,343,0,759,82,131,0,1,46,2,49
VALMIR CARLOS DA ASSUNÇÃO,PT,BA,2022,74,0,348,27,67,6,2,12,2,8
WALDENOR ALVES PEREIRA FILHO,PT,BA,2019,282,0,275,42,103,9,1,108,15,111
WALDENOR ALVES PEREIRA FILHO,PT,BA,2020,271,0,391,14,97,4,1,146,3,98
WALDENOR ALVES PEREIRA FILHO,PT,BA,2021,267,4,714,9,126,6,0,148,3,98
WALDENOR ALVES PEREIRA FILHO,PT,BA,2022,77,9,329,11,67,7,1,26,2,13
 CELIO STUDART BARBOSA,PSD,CE,2019,369,7,322,66,113,0,0,112,0,26
 CELIO STUDART BARBOSA,PSD,CE,2020,182,0,394,4,101,1,0,80,3,30
AGRIPINO RODRIGUES GOMES MAGALHÃES,UNIÃO,CE,2019,0,0,0,0,0,0,0,0,0,0
AGRIPINO RODRIGUES GOMES MAGALHÃES,UNIÃO,CE,2020,2,0,38,1,20,0,0,4,0,0
AGRIPINO RODRIGUES GOMES MAGALHÃES,UNIÃO,CE,2021,0,0,0,0,0,0,0,4,0,0
AGRIPINO RODRIGUES GOMES MAGALHÃES,UNIÃO,CE,2022,1,0,57,2,24,0,0,4,0,0
ANDRE PEIXOTO FIGUEIREDO LIMA,PDT,CE,2019,533,19,323,80,108,5,0,190,7,87
ANDRE PEIXOTO FIGUEIREDO LIMA,PDT,CE,2020,363,1,394,103,101,1,0,249,7,42
ANDRE PEIXOTO FIGUEIREDO LIMA,PDT,CE,2021,329,47,762,32,132,0,0,249,7,43
ANDRE PEIXOTO FIGUEIREDO LIMA,PDT,CE,2022,412,13,346,33,70,5,0,58,7,18
ANTONIO IDILVAN DE LIMA ALENCAR,PDT,CE,2019,144,1,300,12,109,4,0,233,6,14
ANTONIO IDILVAN DE LIMA ALENCAR,PDT,CE,2020,75,0,394,26,99,2,1,195,4,27
ANTONIO IDILVAN DE LIMA ALENCAR,PDT,CE,2021,89,4,762,16,130,0,2,191,4,27
ANTONIO IDILVAN DE LIMA ALENCAR,PDT,CE,2022,20,1,338,7,69,4,2,19,4,14
ANTONIO JOSE AGUIAR ALBUQUERQUE,PP,CE,2019,178,0,284,1,98,6,9,116,9,28
ANTONIO JOSE AGUIAR ALBUQUERQUE,PP,CE,2020,17,1,394,2,100,2,0,51,4,29
ANTONIO JOSE AGUIAR ALBUQUERQUE,PP,CE,2021,23,1,750,1,126,0,6,51,4,29
ANTONIO JOSE AGUIAR ALBUQUERQUE,PP,CE,2022,24,1,326,1,61,7,7,8,4,6
ANTÔNIO LUIZ RODRIGUES MANO JÚNIOR,PL,CE,2019,226,10,287,8,92,17,4,215,20,38
ANTÔNIO LUIZ RODRIGUES MANO JÚNIOR,PL,CE,2020,23,1,380,2,94,6,2,69,6,84
ANTÔNIO LUIZ RODRIGUES MANO JÚNIOR,PL,CE,2021,48,8,740,0,120,0,12,68,3,82
ANTÔNIO LUIZ RODRIGUES MANO JÚNIOR,PL,CE,2022,15,1,271,1,52,7,16,5,3,27
CARLOS MAURO BENEVIDES FILHO,PDT,CE,2019,70,1,160,89,70,3,0,36,1,0
CARLOS MAURO BENEVIDES FILHO,PDT,CE,2020,38,1,394,75,101,1,0,26,1,0
CARLOS MAURO BENEVIDES FILHO,PDT,CE,2021,0,0,122,16,24,0,0,26,1,0
CARLOS MAURO BENEVIDES FILHO,PDT,CE,2022,18,0,350,61,72,3,0,26,1,0
CELIO STUDART BARBOSA,PSD,CE,2021,166,7,721,9,125,2,5,78,3,28
CELIO STUDART BARBOSA,PSD,CE,2022,31,1,307,6,63,3,9,15,3,13
DENIS ANDERSON DA ROCHA BEZERRA,PSB,CE,2019,394,5,291,1,109,3,1,209,7,0
DENIS ANDERSON DA ROCHA BEZERRA,PSB,CE,2020,202,0,394,9,101,0,1,219,1,10
DENIS ANDERSON DA ROCHA BEZERRA,PSB,CE,2021,128,6,428,0,85,0,2,216,1,11
DENIS ANDERSON DA ROCHA BEZERRA,PSB,CE,2022,63,2,333,0,71,1,3,60,1,7
DOMINGOS GOMES DE AGUIAR NETO,PSD,CE,2019,296,1,254,24,87,23,3,56,17,14
DOMINGOS GOMES DE AGUIAR NETO,PSD,CE,2020,19,0,300,8,74,6,0,112,8,27
DOMINGOS GOMES DE AGUIAR NETO,PSD,CE,2021,32,21,731,4,125,2,5,112,8,27
DOMINGOS GOMES DE AGUIAR NETO,PSD,CE,2022,9,1,309,3,64,6,5,28,6,16
EDUARDO HENRIQUE MAIA BISMARCK,PDT,CE,2019,509,57,313,21,104,8,1,271,13,56
EDUARDO HENRIQUE MAIA BISMARCK,PDT,CE,2020,216,1,394,35,102,0,0,229,8,24
EDUARDO HENRIQUE MAIA BISMARCK,PDT,CE,2021,219,211,762,50,131,1,0,219,8,21
EDUARDO HENRIQUE MAIA BISMARCK,PDT,CE,2022,59,11,314,17,64,11,0,52,7,9
FRANCISCO DANILO BASTOS FORTE,UNIÃO,CE,2019,0,0,0,0,0,0,0,57,0,9
FRANCISCO DANILO BASTOS FORTE,UNIÃO,CE,2020,29,1,213,40,41,0,0,152,3,31
FRANCISCO DANILO BASTOS FORTE,UNIÃO ,CE,2021,103,4,744,104,125,0,7,152,3,31
FRANCISCO DANILO BASTOS FORTE,UNIÃO,CE,2022,32,2,332,50,69,3,3,35,2,13
GENECIAS MATEUS NORONHA,PL,CE,2019,119,0,0,1,72,18,23,82,22,41
GENECIAS MATEUS NORONHA,PL,CE,2020,2,0,385,0,93,6,3,87,7,13
GENECIAS MATEUS NORONHA,PL,CE,2021,3,0,728,0,121,5,6,87,7,13
GENECIAS MATEUS NORONHA,PL,CE,2022,3,0,228,0,43,31,1,0,0,0
HEITOR RODRIGO PEREIRA FREIRE,UNIÃO,CE,2019,190,5,0,16,108,5,0,262,18,19
HEITOR RODRIGO PEREIRA FREIRE,UNIÃO,CE,2020,75,0,391,10,96,6,0,182,23,38
HEITOR RODRIGO PEREIRA FREIRE,UNIÃO ,CE,2021,58,1,726,33,127,5,0,175,23,37
HEITOR RODRIGO PEREIRA FREIRE,UNIÃO,CE,2022,33,0,284,14,62,13,0,15,20,23
JAZIEL PEREIRA DE SOUZA,PL,CE,2019,72,5,0,33,89,20,4,88,30,81
JAZIEL PEREIRA DE SOUZA,PL,CE,2020,26,0,380,3,94,5,3,48,1,119
JAZIEL PEREIRA DE SOUZA,PL,CE,2021,72,7,748,5,119,0,13,46,1,117
JAZIEL PEREIRA DE SOUZA,PL,CE,2022,42,1,304,6,56,3,16,9,1,20
JOSÉ AIRTON FÉLIX CIRILO DA SILVA,PT,CE,2019,187,0,232,36,82,30,1,10,11,48
JOSÉ AIRTON FÉLIX CIRILO DA SILVA,PT,CE,2020,173,0,394,21,97,4,1,7,8,63
JOSÉ AIRTON FÉLIX CIRILO DA SILVA,PT,CE,2021,209,0,741,31,124,7,1,7,8,64
JOSÉ AIRTON FÉLIX CIRILO DA SILVA,PT,CE,2022,68,0,346,11,66,4,5,4,2,12
JOSÉ LEÔNIDAS DE MENEZES CRISTINO,PDT,CE,2019,231,0,296,30,106,6,1,245,20,109
JOSÉ LEÔNIDAS DE MENEZES CRISTINO,PDT,CE,2020,29,0,388,32,101,0,1,261,5,56
JOSÉ LEÔNIDAS DE MENEZES CRISTINO,PDT,CE,2021,43,4,762,65,130,0,2,257,5,57
JOSÉ LEÔNIDAS DE MENEZES CRISTINO,PDT,CE,2022,18,1,341,9,68,7,0,32,5,14
JOSÉ NOBRE GUIMARÃES,PT,CE,2019,436,9,303,62,106,6,0,199,9,38
JOSÉ NOBRE GUIMARÃES,PT,CE,2020,516,1,394,166,99,3,0,167,7,25
JOSÉ NOBRE GUIMARÃES,PT,CE,2021,348,2,759,80,130,2,0,165,5,21
JOSÉ NOBRE GUIMARÃES,PT,CE,2022,74,1,349,47,70,4,1,21,1,4
LUIZIANNE DE OLIVEIRA LINS,PT,CE,2019,203,1,243,4,85,21,7,45,26,63
LUIZIANNE DE OLIVEIRA LINS,PT,CE,2020,315,0,372,17,94,6,1,17,10,49
LUIZIANNE DE OLIVEIRA LINS,PT,CE,2021,240,1,609,6,95,6,1,17,10,50
LUIZIANNE DE OLIVEIRA LINS,PT,CE,2022,86,0,299,1,65,7,3,3,6,10
MARCOS ROBERIO RIBEIRO MONTEIRO,PDT,CE,2021,14,0,479,0,92,0,3,129,4,65
MARCOS ROBERIO RIBEIRO MONTEIRO,PDT,CE,2020,12,0,392,0,96,3,3,128,4,64
MARCOS ROBERIO RIBEIRO MONTEIRO,PDT,CE,2019,165,3,305,0,105,6,2,109,4,28
MARCOS ROBERIO RIBEIRO MONTEIRO,PDT,CE,2022,8,0,326,0,65,6,4,32,4,14
MOSES HAENDEL MELO RODRIGUES,UNIÃO,CE,2019,257,4,205,10,77,3,5,28,10,93
MOSES HAENDEL MELO RODRIGUES,UNIÃO,CE,2020,31,1,392,15,94,3,2,23,8,134
MOSES HAENDEL MELO RODRIGUES,UNIÃO,CE,2021,42,2,707,17,115,5,12,23,8,133
MOSES HAENDEL MELO RODRIGUES,UNIÃO,CE,2022,8,0,345,4,67,3,5,13,3,21
PEDRO AUGUSTO GEROMEL BEZERRA DE MENEZES,PDT,CE,2019,301,3,271,17,102,9,2,220,12,89
PEDRO AUGUSTO GEROMEL BEZERRA DE MENEZES,PDT,CE,2020,43,0,394,1,102,0,0,185,15,144
PEDRO AUGUSTO GEROMEL BEZERRA DE MENEZES,PDT,CE,2021,49,4,751,2,121,2,9,183,15,145
PEDRO AUGUSTO GEROMEL BEZERRA DE MENEZES,PDT,CE,2022,20,0,274,0,53,22,0,8,8,6
WAGNER SOUSA GOMES,UNIÃO,CE,2019,340,10,316,75,105,5,3,307,13,51
WAGNER SOUSA GOMES,UNIÃO,CE,2020,29,0,356,30,77,2,3,132,6,42
WAGNER SOUSA GOMES,UNIÃO,CE,2021,202,21,754,41,128,3,1,127,6,39
WAGNER SOUSA GOMES,UNIÃO,CE,2022,3,0,91,2,16,0,0,0,0,1
BEATRIZ KICIS TORRENTS DE SORDI,PL,DF,2019,124,18,315,69,108,5,0,198,7,0
BEATRIZ KICIS TORRENTS DE SORDI,PL,DF,2020,38,0,394,51,101,1,0,196,3,1
BEATRIZ KICIS TORRENTS DE SORDI,PL,DF,2021,125,22,762,27,131,0,1,190,3,2
BEATRIZ KICIS TORRENTS DE SORDI,PL,DF,2022,64,8,342,72,72,3,0,42,3,1
CELINA LEAO HIZIM FERREIRA,PP,DF,2019,339,1,285,38,88,24,1,150,28,61
CELINA LEAO HIZIM FERREIRA,PP,DF,2020,51,0,172,14,44,1,5,123,21,141
CELINA LEAO HIZIM FERREIRA,PP,DF,2021,239,35,720,75,117,4,11,122,20,141
CELINA LEAO HIZIM FERREIRA,PP,DF,2022,86,6,324,29,58,2,15,16,1,15
ÉRIKA JUCÁ KOKAY,PT,DF,2019,774,44,301,452,110,3,0,463,7,10
ÉRIKA JUCÁ KOKAY,PT,DF,2020,941,0,394,360,100,1,1,486,2,29
ÉRIKA JUCÁ KOKAY,PT,DF,2021,973,38,762,620,132,0,0,487,2,30
ÉRIKA JUCÁ KOKAY,PT,DF,2022,122,3,354,524,73,1,1,101,1,12
FLÁVIA CAROLINA PÉRES,PL,DF,2019,223,4,292,15,97,15,1,74,17,10
FLÁVIA CAROLINA PÉRES,PL,DF,2020,78,1,394,35,99,2,1,8,2,7
FLÁVIA CAROLINA PÉRES,PL,DF,2021,7,1,95,0,23,1,1,4,1,3
FLÁVIA CAROLINA PÉRES,PL,DF,2022,5,0,199,2,44,5,3,0,1,3
ISRAEL MATOS BATISTA,PSB,DF,2019,342,1,309,30,104,4,5,215,2,21
ISRAEL MATOS BATISTA,PSB,DF,2020,214,0,394,31,101,1,0,225,1,25
ISRAEL MATOS BATISTA,PSB,DF,2021,216,2,762,66,132,0,0,224,1,25
ISRAEL MATOS BATISTA,PSB,DF,2022,101,3,344,26,72,2,1,45,0,11
JULIO CESAR RIBEIRO,REPUBLICANOS,DF,2019,336,6,296,26,100,13,0,201,18,2
JULIO CESAR RIBEIRO,REPUBLICANOS,DF,2020,174,2,394,50,101,1,0,241,9,9
JULIO CESAR RIBEIRO,REPUBLICANOS,DF,2021,171,23,762,42,132,0,0,242,9,9
JULIO CESAR RIBEIRO,REPUBLICANOS,DF,2022,35,0,354,14,73,2,0,54,6,1
LUIS CLAUDIO FERNANDES MIRANDA,REPUBLICANOS,DF,2019,367,35,283,57,99,14,0,362,14,1
LUIS CLAUDIO FERNANDES MIRANDA,REPUBLICANOS,DF,2020,164,3,394,139,101,1,0,349,0,1
LUIS CLAUDIO FERNANDES MIRANDA,REPUBLICANOS,DF,2021,302,93,760,59,131,1,0,343,0,1
LUIS CLAUDIO FERNANDES MIRANDA,REPUBLICANOS,DF,2022,175,41,354,23,74,1,0,47,0,0
PAULA MORENO PARO BELMONTE,CIDADANIA,DF,2019,332,3,307,25,100,11,2,466,19,42
PAULA MORENO PARO BELMONTE,CIDADANIA,DF,2020,284,1,394,45,98,1,3,461,6,89
PAULA MORENO PARO BELMONTE,CIDADANIA,DF,2021,209,18,762,68,130,2,0,453,7,88
PAULA MORENO PARO BELMONTE,CIDADANIA,DF,2022,66,5,316,17,70,2,3,56,6,23
AMARO NETO,REPUBLICANOS,ES,2019,312,15,324,1,113,0,0,198,0,4
AMARO NETO,REPUBLICANOS,ES,2020,9,0,394,0,101,1,0,139,0,8
AMARO NETO,REPUBLICANOS,ES,2021,48,7,762,0,131,0,1,135,0,9
AMARO NETO,REPUBLICANOS,ES,2022,10,0,354,0,75,0,0,17,0,7
DA VITORIA,PP,ES,2019,280,0,309,75,100,10,3,191,10,41
DA VITORIA,PP,ES,2020,6,0,367,4,98,4,0,87,1,27
DA VITORIA,PP,ES,2021,61,4,761,20,130,1,1,87,0,27
DA VITORIA,PP,ES,2022,27,1,354,4,78,0,2,0,0,0
DRA. SORAYA MANATO,PTB,ES,2019,145,17,320,171,113,0,0,326,0,88
DRA. SORAYA MANATO,PTB,ES,2020,241,0,394,88,101,1,0,418,0,143
DRA. SORAYA MANATO,PTB,ES,2021,247,24,762,132,132,0,0,411,0,142
DRA. SORAYA MANATO,PTB,ES,2022,92,5,354,137,75,0,0,103,0,46
EVAIR VIEIRA DE MELO,PP,ES,2019,220,9,301,78,103,7,3,382,12,26
EVAIR VIEIRA DE MELO,PP,ES,2020,100,2,394,96,101,1,0,320,9,55
EVAIR VIEIRA DE MELO,PP,ES,2021,174,23,741,72,124,5,3,314,9,53
EVAIR VIEIRA DE MELO,PP,ES,2022,61,4,242,12,71,3,1,59,0,3
FELIPE RIGONI,UNIÃO,ES,2019,325,22,301,15,103,9,1,276,6,50
FELIPE RIGONI,UNIÃO,ES,2020,236,2,394,25,99,1,2,322,8,108
FELIPE RIGONI,UNIÃO,ES,2021,218,36,762,16,129,2,1,318,8,107
FELIPE RIGONI,UNIÃO,ES,2022,129,10,330,6,69,6,0,76,7,30
HELDER SALOMÃO,PT,ES,2019,261,1,0,10,104,9,0,124,9,53
HELDER SALOMÃO,PT,ES,2020,365,0,394,43,100,1,1,163,9,25
HELDER SALOMÃO,PT,ES,2021,355,20,762,139,132,0,0,162,9,25
HELDER SALOMÃO,PT,ES,2022,88,13,348,47,71,3,1,29,9,9
LAURIETE,PSC,ES,2019,116,1,308,4,108,4,1,290,2,24
LAURIETE,PSC,ES,2020,22,0,394,0,98,3,1,292,6,7
LAURIETE,PSC,ES,2021,67,3,750,9,130,2,0,292,6,7
LAURIETE,PSC,ES,2022,23,0,333,0,72,3,0,39,2,2
NEUCIMAR FRAGA,PP,ES,2019,0,0,0,0,0,0,0,60,0,1
NEUCIMAR FRAGA,PP,ES,2020,0,0,0,0,0,0,0,209,2,8
NEUCIMAR FRAGA,PP,ES,2021,62,5,760,178,131,0,1,210,2,9
NEUCIMAR FRAGA,PP,ES,2022,30,4,343,78,71,1,3,56,0,2
NORMA AYUB,PP,ES,2019,135,3,321,2,104,9,0,217,7,40
NORMA AYUB,PP,ES,2020,89,0,394,2,97,5,0,225,14,16
NORMA AYUB,PP,ES,2021,75,3,756,1,129,3,0,225,14,17
NORMA AYUB,PP,ES,2022,43,1,302,2,61,13,1,14,8,2
PAULO FOLETTO,PSB,ES,2019,0,0,0,0,1,0,0,0,0,0
PAULO FOLETTO,PSB,ES,2020,0,0,0,0,0,0,0,23,5,9
PAULO FOLETTO,PSB,ES,2021,0,0,0,0,0,0,0,24,5,10
PAULO FOLETTO,PSB,ES,2022,20,1,217,14,44,7,2,24,5,10
ADRIANO ANTÔNIO AVELAR,PP,GO,2019,65,3,324,5,112,1,0,129,0,26
ADRIANO ANTÔNIO AVELAR,PP,GO,2020,2,0,392,0,101,1,0,105,0,5
ADRIANO ANTÔNIO AVELAR,PP,GO,2021,63,3,755,0,130,1,1,105,0,5
ADRIANO ANTÔNIO AVELAR,PP,GO,2022,2,0,291,0,67,7,1,6,0,0
ALCIDES RIBEIRO FILHO,PL,GO,2019,142,0,0,14,113,0,0,159,2,18
ALCIDES RIBEIRO FILHO,PL,GO,2020,12,0,392,1,98,3,1,104,1,71
ALCIDES RIBEIRO FILHO,PL,GO,2021,58,8,762,2,132,0,0,103,1,71
ALCIDES RIBEIRO FILHO,PL,GO,2022,16,0,343,5,68,0,7,28,0,20
ALCIDES RODRIGUES FILHO,PATRIOTA,GO,2019,89,0,299,3,104,8,1,328,9,18
ALCIDES RODRIGUES FILHO,PATRIOTA,GO,2020,1,0,340,0,94,8,0,294,0,10
ALCIDES RODRIGUES FILHO,PATRIOTA,GO,2021,3,0,747,0,128,1,3,296,0,10
ALCIDES RODRIGUES FILHO,PATRIOTA,GO,2022,8,0,340,0,71,0,4,46,0,4
CELIO ANTONIO DA SILVEIRA,MDB,GO,2019,384,10,314,27,108,5,0,205,7,34
CELIO ANTONIO DA SILVEIRA,MDB,GO,2020,20,0,384,5,100,2,0,239,6,11
CELIO ANTONIO DA SILVEIRA,MDB,GO,2021,69,10,750,6,130,2,0,239,6,11
CELIO ANTONIO DA SILVEIRA,MDB,GO,2022,32,1,352,2,71,4,0,28,1,2
ELIAS VAZ DE ANDRADE,PSB,GO,2019,473,3,0,52,112,0,1,329,2,26
ELIAS VAZ DE ANDRADE,PSB,GO,2020,115,0,394,107,101,0,1,270,5,20
ELIAS VAZ DE ANDRADE,PSB,GO,2021,269,15,762,29,132,0,0,271,5,20
ELIAS VAZ DE ANDRADE,PSB,GO,2022,101,8,304,2,65,9,1,74,5,14
FLÁVIA CARREIRO ALBUQUERQUE MORAIS,PDT,GO,2019,253,31,0,4,100,9,4,449,16,2
FLÁVIA CARREIRO ALBUQUERQUE MORAIS,PDT,GO,2020,72,3,388,15,99,2,1,470,3,24
FLÁVIA CARREIRO ALBUQUERQUE MORAIS,PDT,GO,2021,186,39,747,8,127,2,3,466,3,24
FLÁVIA CARREIRO ALBUQUERQUE MORAIS,PDT,GO,2022,119,32,340,2,69,6,0,93,2,1
FRANCISCO RODRIGUES VALE JUNIOR,PSD,GO,2019,123,13,0,3,103,9,1,220,11,14
FRANCISCO RODRIGUES VALE JUNIOR,PSD,GO,2020,30,0,391,2,96,6,0,165,3,17
FRANCISCO RODRIGUES VALE JUNIOR,PSD,GO,2021,75,3,750,4,129,1,2,165,3,18
FRANCISCO RODRIGUES VALE JUNIOR,PSD,GO,2022,45,2,341,2,70,3,2,21,2,4
GLAUSKSTON BATISTA RIOS,PSC,GO,2019,124,0,0,0,100,13,0,155,23,28
GLAUSKSTON BATISTA RIOS,PSC,GO,2020,27,1,387,1,96,5,1,55,3,3
GLAUSKSTON BATISTA RIOS,PSC,GO,2021,141,11,756,1,126,3,3,54,2,2
GLAUSKSTON BATISTA RIOS,PSC,GO,2022,20,1,301,0,61,7,7,9,2,0
JOÃO CAMPOS DE ARAÚJO,REPUBLICANOS,GO,2019,242,5,0,21,86,21,6,198,34,63
JOÃO CAMPOS DE ARAÚJO,REPUBLICANOS,GO,2020,42,2,376,19,99,3,0,256,1,46
JOÃO CAMPOS DE ARAÚJO,REPUBLICANOS,GO,2021,60,7,750,7,129,1,2,251,0,41
JOÃO CAMPOS DE ARAÚJO,REPUBLICANOS,GO,2022,52,9,356,5,78,0,2,53,0,7
JOSE MARIO SCHREINER,MDB,GO,2019,173,7,0,9,110,2,1,162,5,38
JOSE MARIO SCHREINER,MDB,GO,2020,86,0,394,1,100,1,1,136,1,19
JOSE MARIO SCHREINER,MDB,GO,2021,128,15,758,0,131,0,1,136,1,19
JOSE MARIO SCHREINER,MDB,GO,2022,46,7,343,1,73,1,1,17,1,18
JOSÉ NELTO LAGARES DAS MERCEZ,PP,GO,2019,285,4,0,256,100,13,0,192,13,72
JOSÉ NELTO LAGARES DAS MERCEZ,PP,GO,2020,73,1,394,73,99,3,0,94,10,118
JOSÉ NELTO LAGARES DAS MERCEZ,PP,GO,2021,125,4,758,116,126,0,6,89,9,119
JOSÉ NELTO LAGARES DAS MERCEZ,PP,GO,2022,100,0,335,39,61,8,6,9,6,24
LUCAS DE CASTRO SANTOS,SOLIDARIEDADE,GO,2019,188,28,0,8,96,10,7,152,8,128
LUCAS DE CASTRO SANTOS,SOLIDARIEDADE,GO,2020,33,2,384,18,101,1,0,118,36,174
LUCAS DE CASTRO SANTOS,SOLIDARIEDADE,GO,2021,130,4,745,43,123,9,0,119,38,171
LUCAS DE CASTRO SANTOS,SOLIDARIEDADE,GO,2022,69,22,324,6,58,17,0,9,4,50
MAGDA MOFATTO HON,PL,GO,2019,124,6,0,1,89,7,17,197,5,69
MAGDA MOFATTO HON,PL,GO,2020,16,0,389,1,96,5,1,240,10,84
MAGDA MOFATTO HON,PL,GO,2021,62,6,733,1,123,1,8,239,10,84
MAGDA MOFATTO HON,PL,GO,2022,20,1,302,0,62,3,10,15,6,34
RUBENS OTONI GOMIDE,PT,GO,2019,401,1,0,0,108,0,5,235,1,108
RUBENS OTONI GOMIDE,PT,GO,2020,197,0,391,21,99,1,2,146,2,52
RUBENS OTONI GOMIDE,PT,GO,2021,153,0,756,5,128,0,4,146,2,51
RUBENS OTONI GOMIDE,PT,GO,2022,18,0,329,0,59,5,11,10,2,16
VITOR HUGO DE ARAUJO ALMEIDA,PL,GO,2019,45,2,0,47,82,31,0,104,23,52
VITOR HUGO DE ARAUJO ALMEIDA,PL,GO,2020,59,0,388,101,93,9,0,187,5,39
VITOR HUGO DE ARAUJO ALMEIDA,PL,GO,2021,299,28,758,75,125,7,0,187,5,39
VITOR HUGO DE ARAUJO ALMEIDA,PL,GO,2022,23,0,354,1,70,5,0,3,0,0
WALDIR SOARES DE OLIVEIRA,UNIÃO,GO,2019,98,13,254,17,92,21,0,89,25,50
WALDIR SOARES DE OLIVEIRA,UNIÃO,GO,2020,36,0,394,2,97,5,0,25,5,39
WALDIR SOARES DE OLIVEIRA,UNIÃO,GO,2021,23,0,745,0,128,4,0,20,5,32
WALDIR SOARES DE OLIVEIRA,UNIÃO,GO,2022,12,1,319,0,69,6,0,6,5,30
ZACARIAS CALIL HAMU,UNIÃO,GO,2019,145,8,312,14,112,1,0,371,2,34
ZACARIAS CALIL HAMU,UNIÃO,GO,2020,100,0,394,7,101,1,0,517,6,40
ZACARIAS CALIL HAMU,UNIÃO,GO,2021,194,54,762,12,132,0,0,509,6,41
ZACARIAS CALIL HAMU,UNIÃO,GO,2022,54,16,316,34,65,6,4,67,6,23
ALUISIO GUIMARAES MENDES FILHO,PSC,MA,2019,281,13,299,35,103,10,0,180,10,73
ALUISIO GUIMARAES MENDES FILHO,PSC,MA,2020,37,1,383,36,93,9,0,246,24,92
ALUISIO GUIMARAES MENDES FILHO,PSC,MA,2021,177,9,728,77,125,7,0,242,24,92
ALUISIO GUIMARAES MENDES FILHO,PSC,MA,2022,27,4,354,4,74,1,0,59,0,19
ANDRE LUIZ CARVALHO RIBEIRO,PP,MA,2019,71,0,225,1,74,39,0,10,0,48
ANDRE LUIZ CARVALHO RIBEIRO,PP,MA,2020,5,0,383,0,89,13,0,25,16,121
ANDRE LUIZ CARVALHO RIBEIRO,PP,MA,2021,52,15,746,4,124,8,0,25,16,121
ANDRE LUIZ CARVALHO RIBEIRO,PP,MA,2022,135,1,336,10,52,23,0,2,1,8
ANTONIO DA CRUZ FILGUEIRA NETO,PATRIOTA,MA,2019,367,7,302,19,105,7,1,152,23,109
ANTONIO DA CRUZ FILGUEIRA NETO,PATRIOTA,MA,2020,30,0,381,1,93,7,2,89,24,120
ANTONIO DA CRUZ FILGUEIRA NETO,PATRIOTA,MA,2021,25,0,713,1,122,8,2,90,23,118
ANTONIO DA CRUZ FILGUEIRA NETO,PATRIOTA,MA,2022,17,0,308,1,62,11,2,16,12,12
CARLOS VICTOR GUTERRES MENDES,MDB,MA,2019,0,0,0,0,0,0,0,0,0,0
CARLOS VICTOR GUTERRES MENDES,MDB,MA,2020,0,0,0,0,0,0,0,19,3,12
CARLOS VICTOR GUTERRES MENDES,MDB,MA,2021,0,0,0,0,0,0,0,20,3,12
CARLOS VICTOR GUTERRES MENDES,MDB,MA,2022,15,1,211,18,44,8,1,20,3,12
CLEBER VERDE CORDEIRO MENDES,REPUBLICANOS,MA,2019,393,15,255,12,94,11,0,96,12,44
